,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER
MLM797687053,new,Guanajuato,León,1800000.0,MXN,Nuevo,4822 mm,5,360 hp,4x4,Sí,5654 cc,Jeep,5,5.7,Gasolina,0 km,Grand Cherokee,Automática,5.7 Limited Lujo Advance 4x4 At,2020,,,,,,,,,,,,,,,,
MLM797317862,used,Nuevo León,Monterrey,279900.0,MXN,Usado,,5,,Delantera,Sí,3.5 L,Honda,5,3.5,Gasolina,84000 km,Odyssey,Automática,3.5 Ex V6 At,2015,,,,,,,,,,,,,,,,
MLM797242789,used,Puebla,Puebla,119990.0,MXN,Usado,,,,Delantera,Sí,,Ford,4,,Gasolina,108427 km,Fiesta,Manual,1.6 S 5vel Mt,2014,,,,,,,,,,,,,,,,
MLM797047716,used,Jalisco,Guadalajara,138000.0,MXN,Usado,,,,Delantera,,1.6 L,Chevrolet,4,,Gasolina,77000 km,Sonic,Automática,1.6 Ltz L4 Man At,2015,,,,,,,,,,,,,,,,
MLM796985257,used,Jalisco,Zapopan,119900.0,MXN,Usado,,,,Delantera,,2 L,Volkswagen,4,,Gasolina,71200 km,Jetta,Automática,2.0 At,2014,,,,,,,,,,,,,,,,
MLM796963029,used,Nuevo León,San Pedro Garza García,335000.0,MXN,Usado,,,,Trasera,Sí,,Mercedes-Benz,4,,Gasolina,50000 km,Clase C,Automática,4p C 200 Exclusive L4/1.8/T Aut,2016,,,,,,,,,,,,,,,,
MLM796932055,not_specified,Estado De México,Atizapán De Zaragoza,55000.0,MXN,,,,,,,,HIAB,,,Diésel,,477EP-4CLX,,,2011,,,,,,,,,,,,,,,,
MLM796617481,used,Estado De México,Huixquilucan,433000.0,MXN,Usado,4548 mm,5,245 hp,4x4,Sí,1997 cc,BMW,5,2.0,Gasolina,15311 km,X3,Automática,2.0 Xdrive28ia X Line At,2017,,,,,,,,,,,,,,,,
MLM796439907,used,Estado De México,Toluca,550000.0,MXN,Usado,,,,Trasera,,1998 cc,BMW,4,,Gasolina,28000 km,Serie 5,Automática,2.0 530ia Sport Line At,2018,,,,,,,,,,,,,,,,
MLM796442496,used,Jalisco,Zapopan,265000.0,MXN,Usado,,,,4x2,,3.6 L,Jeep,5,,Gasolina,69565 km,Grand Cherokee,Automática,3.6 Limited V6 4x2 At,2014,,,,,,,,,,,,,,,,
MLM796023912,used,Distrito Federal,Cuauhtémoc,115000.0,MXN,Usado,,,,Delantera,,2 L,Volkswagen,2,,Gasolina,98120 km,Beetle,Manual,2.0 Gls 5vel Qc Mt,2011,,,,,,,,,,,,,,,,
MLM804576549,used,Estado De México,Tlalnepantla de Baz,729000.0,MXN,Usado,,,,4x4,,,Lincoln,5,,Gasolina,8000 km,Nautilus,Automática,2.7T,2019,,,,,,,,,,,,,,,,
MLM795993679,used,Jalisco,Guadalajara,208000.0,MXN,Usado,,,,Delantera,,1591 cc,Hyundai,4,,Gasolina,20000 km,Accent,Manual,1.6 Sedan Gl Mid Mt,2019,,,,,,,,,,,,,,,,
MLM795653087,used,Estado De México,Huixquilucan,465000.0,MXN,Usado,,,,4x4,,5.3 L,Chevrolet,5,,Gasolina,55000 km,Suburban,Manual,5.3 Lt Piel Plus 4x4 Mt,2013,,,,,,,,,,,,,,,,
MLM795080734,used,Distrito Federal,Venustiano Carranza,670000.0,MXN,Usado,,,,,,,,,,,1 km,CASCADIA,Manual,,2012,,,,,,,,,,,,,,,,
MLM801645490,used,Distrito Federal,Gustavo A. Madero,343500.0,MXN,Usado,5085 mm,5,266 hp,Delantera,Sí,3456 cc,Toyota,5,3.5,Gasolina,56772 km,Sienna,Automática,3.5 Le At,2017,No,,,,,,,,,,,,,,,
MLM794668186,used,Estado De México,Tecámac,129000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,116000 km,F-250,,F-250 Custom,1971,,,,,,,,,,,,,,,,
MLM794329317,used,Estado De México,Zinacantepec,145000.0,MXN,Usado,,,,,,,VW,2,,Gasolina,1000 km,Caribe,Manual,C,1985,,,,,,,,,,,,,,,,
MLM797693549,used,Estado De México,Lerma,1100000.0,MXN,Usado,4891 mm,5,367 hp,4x4,Sí,2996 cc,Mercedes-Benz,5,3.0,Gasolina,26000 km,Clase GLE,Automática,3.0 Coupe 43 Amg At,2019,,,,,,,,,,,,,,,,
MLM797891557,used,Puebla,Puebla,110000.0,MXN,Usado,,,,4x4,,5 L,Lincoln,4,,Gasolina,105000 km,Town Car,Automática,Signure Piel At,1996,,,,,,,,,,,,,,,,
MLM797532366,used,Jalisco,Arandas,380000.0,MXN,Usado,,,,4x2,,2488 cc,Mazda,5,,Gasolina,52233 km,CX-5,Automática,2.5 S Grand Touring 4x2 At,2018,,,,,,,,,,,,,,,,
MLM790068608,used,Distrito Federal,Tlalpan,270000.0,MXN,Usado,,,,,,,Mercedes-Benz,4,,Diésel,200000 km,Sprinter 515,,Sprinter 515 doble,2008,,,,,,,,,,,,,,,,
MLM790068153,used,Distrito Federal,Coyoacán,289500.0,MXN,Usado,,,,Delantera,,2356 cc,Honda,5,,Gasolina,43021 km,CR-V,Automática,2.4 Ex Cvt,2016,,,,,,,,,,,,,,,,
MLM784405244,used,Sonora,Hermosillo,310000.0,MXN,Usado,,,,Delantera,Sí,,Lincoln,4,,Gasolina,54000 km,MKZ,Automática,4p Reserve V6/3.7 Aut,2014,,,,,,,,,,,,,,,,
MLM803760395,used,Distrito Federal,Venustiano Carranza,190000.0,MXN,Usado,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,
MLM788938994,used,Distrito Federal,Coyoacán,495100.0,MXN,Usado,4417 mm,5,211 hp,4x4,Sí,1991 cc,Mercedes-Benz,5,2.0,Gasolina,9000 km,Clase GLA,Automática,2.0 250 Cgi Sport Sin Techo At,2019,No,,,,,,,,,,,,,,,
MLM788886957,used,Hidalgo,Tulancingo De Bravo,259000.0,MXN,Usado,4295 mm,5,118 hp,Delantera,Sí,1598 cc,Nissan,5,1.6,Gasolina,58000 km,Kicks,Automática,1.6 Exclusive At Cvt,2018,,,,,,,,,,,,,,,,
MLM782154200,used,Distrito Federal,Iztacalco,359000.0,MXN,Usado,5692 mm,4,324 hp,Trasera,Sí,5967 cc,Chevrolet,4,6.0,Gasolina,61200 km,Express,Automática,6.0ls L 12 Pas At,2017,,,,,,,,,,,,,,,,
MLM788798269,used,Distrito Federal,Miguel Hidalgo,368800.0,MXN,Usado,4292 mm,5,156 hp,Delantera,Sí,1595 cc,Mercedes-Benz,5,1.6,Gasolina,49000 km,Clase A,Automática,1.6 200 Cgi Urban At,2017,,,,,,,,,,,,,,,,
MLM781783856,used,Jalisco,Zapopan,386000.0,MXN,Usado,,,,Delantera,Sí,,SEAT,5,,Gasolina,26000 km,Ateca,Automática,5p Style L4/1.4/T Aut,2019,,,,,,,,,,,,,,,,
MLM789969693,used,Guanajuato,Moroleón,199000.0,MXN,Usado,,,,4x4,,3.2 L,Porsche,5,,Gasolina,170000 km,Cayenne,Automática,3.2 Tiptronic At,2004,,,,,,,,,,,,,,,,
MLM780641345,used,Distrito Federal,Gustavo A. Madero,303900.0,MXN,Usado,,,,4x4,,2.4 L,Honda,5,,Gasolina,41000 km,CR-V,Manual,2.4 Exl Navi Mt,2016,,,,,,,,,,,,,,,,
MLM778022118,used,Guanajuato,León,245000.0,MXN,Usado,,,,Delantera,,1.6 L,Mini,3,,Gasolina,79000 km,Paceman,Automática,1.6 S Hot Chili All4 At,2014,,,,,,,,,,,,,,,,
MLM804206068,used,Querétaro,San Juan Del Río,415000.0,MXN,Usado,,,,Delantera,,2200 cc,Ford,2,,Diésel,122000 km,Transit,Manual,2.2 Pasajeros Larga Techo Alto Custom Mt,2018,,,,,,,,,,,,,,,,
MLM794120487,used,Nuevo León,Monterrey,189000.0,MXN,Usado,,,,Delantera,,1390 cc,SEAT,4,,Gasolina,75000 km,Toledo,Automática,1.4 Advance Dsg,2016,,,,,,,,,,,,,,,,
MLM779789997,used,Querétaro,Querétaro,525000.0,MXN,Usado,,,,Trasera,,1998 cc,BMW,4,,Gasolina,21000 km,Serie 3,Automática,2.0 330ia M Sport At,2018,,,,,,,,,,,,,,,,
MLM798376643,not_specified,Nuevo León,Guadalupe,255000.0,MXN,,,,,,,,CARROCERIAS JPT,,,,,UPV 2500 LTS,,,2020,,,,,,,,,,,,,,,,
MLM800498574,used,Estado De México,Tepotzotlan,950000.0,MXN,Usado,,,500 hp,,,,Volvo,,,,710425 km,VNL,Manual,,2015,,,,,,,,,,,,,,,,
MLM770634935,used,Guanajuato,Apaseo El Alto,210000.0,MXN,Usado,,,,Delantera,,3.6 L,Chrysler,5,,Gasolina,56000 km,Town & Country,Manual,3.6 Touring Mt,2014,,,,,,,,,,,,,,,,
MLM779785409,used,Querétaro,Querétaro,195000.0,MXN,Usado,,,,Delantera,,2.5 L,Volkswagen,4,,Gasolina,126000 km,Jetta,Manual,2.5 Trendline Mt,2015,,,,,,,,,,,,,,,,
MLM768587921,not_specified,Morelos,Xochitepec,62000.0,MXN,,,,,,,,Remolques Uno,,,,,Plataforma,,,2020,,,,,,,,,,,,,,,,
MLM799757938,used,Querétaro,Corregidora,1100000.0,MXN,Usado,,,,,,,CATERPILLAR 420E 4X4,,,,,,,,2010,,,,,,,,,,,,,,,,
MLM775345958,used,Estado De México,Naucalpan,1000000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,1 km,convertible,Automática,convertible,1967,,,,,,,,,,,,,,,,
MLM775331017,used,Guanajuato,León,1665000.0,MXN,Usado,4689 mm,2,131 hp,4x4,Sí,1499 cc,BMW,2,1.5,Eléctrico,11000 km,i8,Automática,1.5 Pure Impulse At,2016,No,,,,,,,,,,,,,,,
MLM791802626,used,Estado De México,Atizapán De Zaragoza,150000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,120000 km,Mustang hart top,Automática,Hart top,1981,,,,,,,,,,,,,,,,
MLM782467374,used,Distrito Federal,Miguel Hidalgo,739900.0,MXN,Usado,,,,Trasera,,3.4 L,Porsche,2,,Gasolina,30000 km,Cayman,Automática,3.4 S Coupe At,2011,,,,,,,,,,,,,,,,
MLM805068584,used,Jalisco,Zapopan,140000.0,MXN,Usado,,,,Delantera,,2 L,Ford,4,,Gasolina,53000 km,Focus,Automática,2.0 Titanium Plus At,2013,,,,,,,,,,,,,,,,
MLM798334482,used,Estado De México,Metepec,239000.0,MXN,Usado,4590 mm,,,Delantera,Sí,3.5 L,Mercedes-Benz,2,3.5,Gasolina,99848 km,Clase C,Automática,3.5 350 Cgi Coupe At,2012,No,,,,,,,,,,,,,,,
MLM762284442,used,Aguascalientes,Aguascalientes,165000.0,MXN,Usado,,5,136 hp,4x4,Sí,2.4 L,Chevrolet,5,2.4,Gasolina,84000 km,Captiva,Automática,2.4 A Sport Aa R-16 At,2013,,,,,,,,,,,,,,,,
MLM790124928,used,Distrito Federal,Miguel Hidalgo,359850.0,MXN,Usado,,,,Delantera,,2360 cc,Mitsubishi,5,,Gasolina,31000 km,Outlander,Automática,2.4 Limited Cvt,2018,,,,,,,,,,,,,,,,
MLM806579447,used,Guanajuato,Salamanca,350000.0,MXN,Usado,,,,,,,Mercedes-Benz,5,,Diésel,82000 km,Viano,,Piel,2013,,,,,,,,,,,,,,,,
MLM757977603,used,Michoacán,Morelia,229000.0,MXN,Usado,,,,Delantera,,3.5 L,Honda,5,,Gasolina,110000 km,Odyssey,Automática,3.5 Exl Minivan Cd Qc At,2011,,,,,,,,,,,,,,,,
MLM799833904,used,Distrito Federal,Cuauhtémoc,192000.0,MXN,Usado,,,,Delantera,,1.8 L,Mercedes-Benz,4,,Gasolina,93850 km,Clase C,Automática,1.8 180 Cgi Navi At,2013,,,,,,,,,,,,,,,,
MLM777147385,used,Jalisco,Zapopan,157000.0,MXN,Usado,,,,Delantera,,1598 cc,Nissan,4,,Gasolina,43000 km,Versa,Manual,1.6 Sense Mt,2017,,,,,,,,,,,,,,,,
MLM809606579,used,Estado De México,Huixquilucan,450000.0,MXN,Usado,4638 mm,2,,Trasera,Sí,2 L,BMW,2,2.0,Gasolina,39000 km,Serie 4,Automática,2.0 428ia Coupe Sport Line At,2014,No,,,,,,,,,,,,,,,
MLM753228143,used,Guanajuato,San Luis De La Paz,25000.0,USD,,,,,,,,Caterpillar,,,,,V180,Automática,,2006,,,,,,,,,,,,,,,,
MLM753208853,used,Morelos,Zacatepec,319900.0,MXN,Usado,,,,Delantera,Sí,,SEAT,5,1.6,Gasolina,14676 km,SEAT,Automática,XCELLENCE AUT,2019,No,,,,,,,,,,,,,,,
MLM788407355,used,Jalisco,Guadalajara,157000.0,MXN,Usado,4064 mm,5,,Delantera,Sí,1.5 L,Honda,5,1.5,Gasolina,46599 km,Fit,Manual,1.5 Fun Mt,2015,No,,,,,,,,,,,,,,,
MLM756791333,used,Guanajuato,León,110000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,70000 km,1975,,,1975,,,,,,,,,,,,,,,,
MLM777995542,used,Coahuila,Torreón,680000.0,MXN,Usado,,,,4x4,,3471 cc,Honda,5,,Gasolina,33300 km,Pilot,Automática,3.5 Touring At,2019,,,,,,,,,,,,,,,,
MLM797245734,used,Aguascalientes,Aguascalientes,179000.0,MXN,Usado,,,,Delantera,,1.8 L,Chevrolet,5,,Gasolina,81000 km,Trax,Manual,1.8 Lt Mt,2014,,,,,,,,,,,,,,,,
MLM765759357,used,Jalisco,Atotonilco El Alto,126000.0,MXN,Usado,4338 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,45611 km,Aveo,Manual,1.6 Ls Mt,2017,No,,,,,,,,,,,,,,,
MLM806726591,used,Nuevo León,Apodaca,449000.0,MXN,Usado,,4,,4x4,Sí,,Dodge,4,6.7 Lts CUMMINS DISEL,Diésel,150000 km,Ram 2500,Manual,SLT HD2500 DIESEL 4X4 DOBLE CABINA CAJA LARGA,2012,No,,,,,,,,,,,,,,,
MLM794081146,used,Querétaro,El Marqués,559900.0,MXN,Usado,,,,6x4,,,Freightliner,,,,849000 km,Columbia,Manual,,2006,,,,,,,,,,,,,,,,
MLM807407720,used,Coahuila,Torreón,1629000.0,MXN,Usado,,,,Trasera,,5.2 L,Audi,2,,Gasolina,20600 km,R8,Automática,5.2l Coupe V10 Plus At,2015,,,,,,,,,,,,,,,,
MLM774753929,used,Querétaro,Corregidora,205000.0,MXN,Usado,,,,,,883 cc,Harley-Davidson,,,,700 km,Iron 883,,,2017,,,Chopper,,,,,,,,,,,,,
MLM799673653,used,Nuevo León,Monterrey,380000.0,MXN,Usado,,,,Delantera,,3488 cc,Nissan,5,,Gasolina,84500 km,Pathfinder,Automática,3.5 Exclusive Cvt,2017,,,,,,,,,,,,,,,,
MLM736385711,used,Distrito Federal,Cuauhtémoc,798000.0,MXN,Usado,4886 mm,5,450 hp,4x4,Sí,4395 cc,BMW,5,4.4,Gasolina,27564 km,X5,Automática,4.4 Xdrive50ia Excellence At,2018,No,,,,,,,,,,,,,,,
MLM791029353,used,Distrito Federal,Miguel Hidalgo,299850.0,MXN,Usado,,,,Delantera,,2480 cc,Volkswagen,3,,Gasolina,7000 km,Beetle,Manual,2.5 Sound Mt,2018,,,,,,,,,,,,,,,,
MLM803781547,used,Estado De México,Metepec,265000.0,MXN,Usado,4278 mm,5,170 hp,Delantera,Sí,2480 cc,Volkswagen,3,2.5,Gasolina,55595 km,Beetle,Automática,2.5 Sportline Tiptronic At,2017,No,,,,,,,,,,,,,,,
MLM799695782,used,Distrito Federal,Iztapalapa,459900.0,MXN,Usado,4777 mm,5,315 hp,4x4,Sí,2694 cc,Ford,5,2.7,Gasolina,25703 km,Edge,Automática,2.7 Sport At,2018,No,,,,,,,,,,,,,,,
MLM770762440,used,Distrito Federal,Iztapalapa,1800000.0,MXN,Usado,,,,6x4,,,International,,,,5000 km,7400,Manual,,2009,,,,,,,,,,,,,,,,
MLM787081481,not_specified,Distrito Federal,Iztapalapa,235000.0,MXN,,,,,,,,Atlas Copco,,,,,,,,2005,,,,,,,,,,,,,,,,
MLM803911961,used,Distrito Federal,Miguel Hidalgo,422500.0,MXN,Usado,,,,Trasera,,3 L,BMW,2,,Gasolina,65400 km,Serie 2,Automática,3.0 M235ia M Sport At,2015,,,,,,,,,,,,,,,,
MLM707779385,not_specified,Morelos,Xochitepec,74000.0,MXN,,,,,,,,Remolques Uno,,,,,Remolque Tipo Plataforma Cama Baja de 2 Ejes,,,2020,,,,,,,,,,,,,,,,
MLM805793509,not_specified,Coahuila,Torreón,38000.0,USD,,,,,,,,Case,,,Diésel,,580M,,,2007,,,,,,,,,,,,,,,,
MLM798745519,not_specified,Jalisco,Tlajomulco De Zúñiga,329000.0,MXN,,14.5 m,,,,,,,,,,,,,,2007,No,,,,32 kg,,,,,,,,,,,
MLM792715378,new,Distrito Federal,Coyoacán,89990.0,MXN,Nuevo,,,,,,500 cc,Benelli mt,,,,0 km,LEONCINO 500,,,2019,,Benelli,Naked,,,,,,,,,,,,,
MLM765698722,new,Jalisco,Guadalajara,104650.0,MXN,Nuevo,,,,,,250 cc,Sunl,,,Gasolina,0 km,UTV 250CC,,,2020,,,Cuatrimotos,,,,,,,,,,,,,
MLM794330884,used,Morelos,Cuernavaca,480000.0,MXN,Usado,,,,4x4,,1984 cc,Audi,4,,Gasolina,57050 km,A4,Automática,2.0 T S Line Quattro 252hp Dsg,2017,,,,,,,,,,,,,,,,
MLM792413198,used,Distrito Federal,Alvaro Obregón,349000.0,MXN,Usado,4439 mm,5,136 hp,Delantera,Sí,1499 cc,BMW,5,1.5,Gasolina,42620 km,X1,Automática,1.5 Sdrive 18ia At,2017,,,,,,,,,,,,,,,,
MLM798416763,used,Jalisco,Guadalajara,148000.0,MXN,Usado,,,,Delantera,,1598 cc,Renault,5,,Gasolina,58247 km,Stepway,Manual,1.6 Expression Mt,2017,,,,,,,,,,,,,,,,
MLM812030778,used,Guanajuato,León,209000.0,MXN,Usado,,,,,Sí,,Volkswagen,5,,Gasolina,13100 km,Polo,Automática,DESING SOUND 1.6L L4 105HP TIP,2019,,,,,,,,,,,,,,,,
MLM812021937,used,Guanajuato,León,209000.0,MXN,Usado,,,,,Sí,,Volkswagen,5,,Gasolina,14363 km,Polo,Automática,DESING SOUND 1.6L L4 105HP TIP,2019,,,,,,,,,,,,,,,,
MLM809957098,used,Morelos,Cuernavaca,350000.0,MXN,Usado,4652 mm,5,170 hp,Delantera,Sí,2480 cc,Volkswagen,4,1.4,Gasolina,6626 km,Jetta,Automática,1.4 T Fsi Rline Tip,2019,,,,,,,,,,,,,,,,
MLM813010129,used,Distrito Federal,Azcapotzalco,114900.0,MXN,Usado,,,106 hp,Delantera,Sí,1.6 L,Nissan,4,1.6,Gasolina,60000 km,Versa,Manual,1.6 Advance 5vel Mt,2014,,,,,,,,,,,,,,,,
MLM809160704,used,Estado De México,Tlalnepantla de Baz,196900.0,MXN,Usado,,,,,,,Nissan,5,,Gasolina,48290 km,X-Trail,,2.5 Advance AT,2014,,,,,,,,,,,,,,,,
MLM807710467,used,Distrito Federal,Miguel Hidalgo,925000.0,MXN,Usado,4656 mm,5,241 hp,4x4,Sí,1991 cc,Mercedes-Benz,5,2.0,Gasolina,500 km,Clase GLC,Automática,2.0 300 Off Road At,2020,Sí,,,,,,,,,,,,,,,
MLM807661789,used,Distrito Federal,Miguel Hidalgo,1350000.0,MXN,Usado,,,,Integral,,,Mercedes-Benz,4,3.OL CON 376 HP,Híbrido/Gasolina,380 km,Clase CLS,Automática,450 4matic,2020,Sí,,,,,,,,,,,,,,,
MLM798354395,used,Jalisco,Zapopan,315000.0,MXN,Usado,,,,,,,Volkswagen,2,,Gasolina,120000 km,COMBI,Manual,,1983,,,,,,,,,,,,,,,,
MLM796898447,used,Puebla,Chalchicomula De Sesma,630000.0,MXN,Usado,,,,,,,Volvo,,,,1 km,VNL,Automática,,2011,,,,,,,,,,,,,,,,
MLM793756568,used,Querétaro,Querétaro,989500.0,MXN,Usado,,,,6x4,,,Freightliner,,,,577471 km,CASCADIA,Manual,,2014,,,,,,,,,,,,,,,,
MLM792763680,new,Estado De México,Tecámac,450000.0,MXN,Nuevo,,,,,,,SCHMELZER,,,Diésel,,920,,,2020,,,,,,,,,,,,,,,,
MLM802417947,used,Sonora,Hermosillo,102000.0,MXN,Usado,,,,Delantera,,2 L,Nissan,4,,Gasolina,145000 km,Sentra,Automática,Luxury Piel Ee Qc Cvt,2009,,,,,,,,,,,,,,,,
MLM781726298,new,Estado De México,Ocoyoacac,2750000.0,MXN,Nuevo,5690 mm,5,355 hp,4x4,Sí,5328 cc,Chevrolet,5,8 cilindros,Gasolina,0 km,Suburban,Automática,Suburban HD 4x4,2016,No,,,,,,,,,,,,,,,
MLM806369269,used,Puebla,Puebla,479000.0,MXN,Usado,,,,4x4,,2979 cc,BMW,5,,Gasolina,80000 km,X4,Automática,3.0 Xdrive35i M Sport At,2016,,,,,,,,,,,,,,,,
MLM794272445,used,Guanajuato,León,82000.0,MXN,Usado,,,,,,,Magnum,,,,,MLT360K,,,2013,,,,,,,,,,,,,,,,
MLM806316775,used,Veracruz,Córdoba,432841.0,MXN,Usado,,,,Trasera,,2489 cc,Nissan,2,,Gasolina,155 km,NP300 Frontier,Manual,2.5 Le Aa Mt,2020,,,,,,,,,,,,,,,,
MLM769261467,used,Jalisco,Zapopan,213000.0,MXN,Usado,,,,Delantera,,,Kia,4,,Gasolina,52500 km,Forte,Automática,"4 pts. LX, TA6, A/AC., BL, f. niebla, R-16",2018,,,,,,,,,,,,,,,,
MLM767070112,new,Jalisco,Guadalajara,310900.0,MXN,Nuevo,,,,Delantera,,1591 cc,Kia,5,,Gasolina,0 km,Soul,Automática,1.6 Lx At,2020,,,,,,,,,,,,,,,,
MLM813423449,used,Distrito Federal,Miguel Hidalgo,320000.0,MXN,Usado,,,,,,,Nissan,4,,Gasolina,32277 km,NV350,,NV350,2016,,,,,,,,,,,,,,,,
MLM777645947,used,Michoacán,Morelia,339000.0,MXN,Usado,,,,,,,Honda,0,,Gasolina,53500 km,CR-V,,5P EXL L4/2.4 AUT,2016,,,,,,,,,,,,,,,,
MLM767310545,not_specified,Estado De México,Tlalnepantla de Baz,118000.0,USD,,,,,,,,Caterpillar,,,Diésel,,D6T LGP,,,2011,,,,,,,,,,,,,,,,
MLM810665725,used,Guanajuato,Celaya,297000.0,MXN,Usado,4580 mm,5,188 hp,Delantera,Sí,2488 cc,Mazda,4,2.5,Gasolina,13000 km,Mazda 3,Automática,2.5 S Sedan At,2019,,,,,,,,,,,,,,,,
MLM806402946,used,Estado De México,Atizapán De Zaragoza,170000.0,MXN,Usado,,,,,,,Club Car,,,,10 km,,,,2017,,,,,,,,,,,,,,,,
MLM801469737,used,Distrito Federal,Miguel Hidalgo,278000.0,MXN,Usado,,,,Trasera,,2 L,Cadillac,4,,Gasolina,39500 km,ATS,Automática,2.0 Luxury At,2014,,,,,,,,,,,,,,,,
MLM813409077,not_specified,Jalisco,San Juan De Los Lagos,3000.0,USD,,,,,,,,WOLVERING,,,,,,,,2019,No,,,,,,,,,,,,,,,
MLM810075316,used,Querétaro,Querétaro,95000.0,MXN,Usado,,,,Delantera,,,Volkswagen,4,2.0,Diésel,140000 km,Bora,Automática,TDI DIESEL,2009,No,,,,,,,,,,,,,,,
MLM801463680,used,Distrito Federal,Azcapotzalco,139900.0,MXN,Usado,,,,Delantera,,3.5 L,Honda,2,,Gasolina,123100 km,Accord,Automática,3.5 Ex Coupe V6 Piel Abs Qc Cd At,2010,,,,,,,,,,,,,,,,
MLM792711645,used,Jalisco,Guadalajara,463047.0,MXN,Usado,,,,Delantera,,1598 cc,Peugeot,5,,Gasolina,824 km,308,Manual,1.6 Gt Mt,2020,,,,,,,,,,,,,,,,
MLM788446612,used,Yucatán,Mérida,725000.0,MXN,Usado,,,,4x4,,6162 cc,GMC,5,,Gasolina,41000 km,Yukon,Automática,6.2 Denali 8 Vel Awd At,2017,,,,,,,,,,,,,,,,
MLM798412657,used,Distrito Federal,Alvaro Obregón,310000.0,MXN,Usado,,,,Delantera,,1595 cc,Mercedes-Benz,5,,Gasolina,63000 km,Clase GLA,Automática,1.6 200 Cgi Sport At,2016,,,,,,,,,,,,,,,,
MLM724023220,new,Jalisco,Guadalajara,43999.0,MXN,Nuevo,,,,,,197.75 cc,TVS,,,Gasolina,0 km,RTR 200,,,2019,,,URBANA,,,,,,,,,,,,,
MLM804203930,not_specified,Nuevo León,General Escobedo,12000.0,MXN,,,,,,,,diamond city,,,,,2008,,,2008,,,,,,,,,,,,,,,,
MLM814520010,used,Distrito Federal,Iztapalapa,484900.0,MXN,Usado,,,,Delantera,Sí,,Kia,4,,Gasolina,100 km,Sportage,Automática,"5p SX, 2.4 L, TA A/AC, Piel, Camara reversa QCP RA-19",2020,Sí,,,,,,,,,,,,,,,
MLM813793782,used,Distrito Federal,Iztapalapa,134900.0,MXN,Usado,,,,Delantera,Sí,,Ford,4,,Gasolina,78714 km,Focus,Automática,2.0 Trend At,2014,,,,,,,,,,,,,,,,
MLM808680408,used,Distrito Federal,Cuauhtémoc,123900.0,MXN,Usado,4492 mm,5,106 hp,Delantera,Sí,1598 cc,Nissan,4,1.6,Gasolina,57000 km,Versa,Manual,1.6 Advance Mt,2017,,,,,,,,,,,,,,,,
MLM805808805,used,Querétaro,Querétaro,155000.0,MXN,Usado,,,,Delantera,,1.8 L,Toyota,4,,Gasolina,100024 km,Corolla,Automática,1.8 Le L4 At,2015,,,,,,,,,,,,,,,,
MLM805479970,used,Distrito Federal,Gustavo A. Madero,1024900.0,MXN,Usado,,,,Trasera,,6.2 L,Chevrolet,2,,Gasolina,18500 km,Corvette,Automática,6.2 Stingray Z51 Coupe At,2016,,,,,,,,,,,,,,,,
MLM804687088,used,Puebla,Puebla,222000.0,MXN,Usado,,,,Delantera,,1.6 L,Volkswagen,4,,Gasolina,23 km,Vento,Automática,1.6 Confortline At,2019,,,,,,,,,,,,,,,,
MLM803530774,used,Distrito Federal,Miguel Hidalgo,775000.0,MXN,Usado,,,,Delantera,,1991 cc,Mercedes-Benz,5,,Gasolina,7765 km,Clase A,Automática,2.0 A 45 Amg Edition 1 At,2017,,,,,,,,,,,,,,,,
MLM794435945,used,Morelos,Cuernavaca,194500.0,MXN,Usado,,,,Delantera,,1968 cc,Volkswagen,5,,Diésel,54000 km,Caddy,Manual,2.0 Tdi Mt,2016,,,,,,,,,,,,,,,,
MLM792134531,used,Michoacán,Morelia,270000.0,MXN,Usado,,,,Trasera,,4.4 L,BMW,2,,Gasolina,65000 km,Serie 6,Automática,4.4 645ci Coupe At,2005,,,,,,,,,,,,,,,,
MLM807884007,used,Estado De México,Cuautitlán Izcalli,88000.0,MXN,Usado,,,,,,,Ford,5,,Gasolina,271700 km,E-150,Manual,cargo,2005,,,,,,,,,,,,,,,,
MLM812963112,used,Estado De México,Tlalnepantla de Baz,80000.0,MXN,Usado,,,,,,4 cc,BMW,,,,21000 km,G 310 R,,,2017,,BMW,BMW G 310 R 2017,,,,,,,,,,,,,
